TimeStamp,Open,High,Low,Close,Volume,DataTime,ema7,ema25,ema50,ema144,ema169,dif,dea,macd,ao
1678798200000,25777.2,26093.0,25610.0,26052.3,24966.072,2023-03-14 20:50:00,25429.143818740005,24918.944728375325,24689.84426136394,24395.970721903715,24328.820102222435,295.2703686397472,171.14510826025037,124.12526037949681,812.118235294125
1678798500000,26057.0,26089.9,25800.0,25870.0,18699.264,2023-03-14 20:55:00,25539.357864055004,24992.102826192608,24736.124878565355,24416.302160222283,24346.951630431584,326.8403119494833,202.28414899809695,124.55616295138634,911.3976470588314
1678798800000,25870.0,26489.9,25863.5,26439.7,43019.234,2023-03-14 21:00:00,25764.443398041254,25103.456454947023,24802.931746072598,24444.211095943356,24371.57219948533,393.2960759448688,240.48653438745131,152.80954155741748,1116.3688235294176
1678799100000,26439.7,26473.0,26120.0,26267.8,21510.945,2023-03-14 21:05:00,25890.28254853094,25193.02134302802,24860.377559952103,24469.364046344137,24393.880761844328,427.1677306313395,277.82277363622893,149.34495699511058,1207.1823529411813
1678799400000,26267.8,26302.0,26158.0,26283.4,12776.549,2023-03-14 21:10:00,25988.561911398207,25276.896624333556,24916.18236152261,24494.385231911805,24416.110399940277,450.08178794260675,312.2745764975045,137.80721144510227,1251.922352941183
1678799700000,26283.4,26333.0,25700.0,25754.0,27584.037,2023-03-14 21:15:00,25929.921433548654,25313.596884000206,24949.03795518839,24511.75922871302,24431.850277588037,420.6739207312894,333.95444534426144,86.71947538702796,1151.2211764705935
1678800000000,25754.4,25949.9,25721.8,25867.9,16913.515,2023-03-14 21:20:00,25914.41607516149,25356.23558523096,24985.071760867275,24530.46461866181,24448.744980204647,401.92560401893206,347.54867707919556,54.37692693973651,1107.5070588235358
1678800300000,25868.0,25983.0,25804.6,25918.3,10877.649,2023-03-14 21:25:00,25915.387056371117,25399.47130944396,25021.668946715617,24549.607175645782,24466.033862790475,386.67691595062934,355.37432485348234,31.302591097147,957.3976470588314
1678800600000,25918.3,26051.5,25891.6,25939.4,12857.933,2023-03-14 21:30:00,25921.390292278338,25441.004285640578,25057.658399785592,24568.776731843773,24483.367582051764,372.0065544617828,358.7007707751424,13.305783686640382,846.1470588235388
1678800900000,25939.6,26131.8,25886.0,26063.6,10031.499,2023-03-14 21:35:00,25956.942719208753,25488.896263668226,25097.10708999008,24589.39498381834,24501.958551674685,366.18098287409157,360.19681319493225,5.984169679159322,754.445882352953
1678801200000,26063.6,26077.7,25931.4,25933.4,9307.597,2023-03-14 21:40:00,25951.057039406565,25523.088858770672,25129.902890382626,24607.932984041534,24518.79903930204,347.05746117006856,357.5689427899595,-10.511481619890958,746.7376470588315
1678801500000,25933.4,26058.0,25933.4,25950.2,5977.619,2023-03-14 21:45:00,25950.842779554925,25555.94356194216,25162.07140448527,24626.447011847857,24535.639050604368,329.45974517779905,351.94710326752744,-22.48735808972839,722.647647058835
1678801800000,25950.2,25973.4,25600.0,25750.7,19023.456,2023-03-14 21:50:00,25900.807084666194,25570.924826408147,25185.15487881918,24641.953949615472,24549.93388530314,296.003303928268,340.75834339967554,-44.75503947140754,653.7541176470731
1678802100000,25749.9,25869.8,25720.0,25794.3,8907.249,2023-03-14 21:55:00,25874.180313499644,25588.107532069058,25209.042922787055,24657.848377896637,24564.573486652516,269.8957980612213,326.5858343319847,-56.690036270763414,589.025294117655
1678802400000,25794.3,25842.2,25667.5,25709.4,8430.916,2023-03-14 22:00:00,25832.985235124732,25597.4377219099,25228.66476895227,24672.35253820151,24578.04203386837,239.5928142843477,309.1872303224573,-69.59441603810961,487.7500000000073
1678802700000,25709.5,25890.0,25688.9,25837.2,8455.315,2023-03-14 22:05:00,25834.03892634355,25615.88097407068,25252.528895660023,24688.419399743558,24592.85565699933,223.31562968099024,292.0129101941639,-68.69728051317367,435.16000000001077
1678803000000,25837.1,25874.0,25750.2,25860.2,4782.599,2023-03-14 22:10:00,25840.57919475766,25634.67474529601,25276.359135045906,24704.581890781577,24607.765590446397,209.85270009509986,275.5808681743511,-65.72816807925125,384.1423529411877
1678803300000,25860.2,25931.4,25763.6,25799.6,6120.543,2023-03-14 22:15:00,25830.334396068247,25647.361303350164,25296.87838465195,24719.685588839762,24621.787171735265,192.07914899395837,258.88052433827255,-66.80137534431418,359.61647058824747
