TimeStamp,Open,High,Low,Close,Volume,DataTime
1592006400000,9458.77,9497.85,9340.00,9468.54,113449.075,2020-06-13 08:00:00
1592092800000,9468.55,9477.00,9240.97,9339.61,143978.523,2020-06-14 08:00:00
1592179200000,9339.70,9490.83,8888.43,9422.01,413865.727,2020-06-15 08:00:00
1592265600000,9422.01,9595.00,9370.00,9519.12,225713.247,2020-06-16 08:00:00
1592352000000,9519.13,9569.00,9231.03,9458.45,227477.390,2020-06-17 08:00:00
1592438400000,9458.45,9483.85,9272.41,9381.59,158349.247,2020-06-18 08:00:00
1592524800000,9381.99,9453.00,9239.00,9307.00,219510.059,2020-06-19 08:00:00
1592611200000,9307.00,9394.29,9165.00,9354.04,154462.290,2020-06-20 08:00:00
1592697600000,9353.84,9420.47,9279.00,9293.51,110599.558,2020-06-21 08:00:00
1592784000000,9293.39,9795.00,9273.00,9686.99,260561.647,2020-06-22 08:00:00
1592870400000,9686.99,9723.23,9585.00,9631.66,164673.499,2020-06-23 08:00:00
1592956800000,9631.65,9678.00,9210.00,9298.40,300450.251,2020-06-24 08:00:00
1593043200000,9298.78,9350.90,9005.00,9246.75,272566.502,2020-06-25 08:00:00
1593129600000,9246.75,9297.16,9038.52,9159.99,249348.670,2020-06-26 08:00:00
1593216000000,9159.99,9195.75,8816.40,9008.00,237840.165,2020-06-27 08:00:00
1593302400000,9008.00,9188.00,8932.68,9114.00,153842.891,2020-06-28 08:00:00
1593388800000,9114.01,9233.00,9022.00,9189.48,176660.525,2020-06-29 08:00:00
1593475200000,9189.99,9205.00,9063.97,9138.87,143469.832,2020-06-30 08:00:00
1593561600000,9138.88,9293.00,9090.00,9233.29,161642.185,2020-07-01 08:00:00
1593648000000,9233.29,9262.99,8936.00,9087.72,230747.519,2020-07-02 08:00:00
1593734400000,9087.72,9124.52,9036.06,9057.52,96947.338,2020-07-03 08:00:00
1593820800000,9058.07,9194.00,9042.84,9137.18,100215.438,2020-07-04 08:00:00
1593907200000,9137.18,9146.35,8900.00,9071.86,139545.566,2020-07-05 08:00:00
1593993600000,9071.87,9379.00,9058.10,9339.60,199643.828,2020-07-06 08:00:00
1594080000000,9339.59,9380.00,9201.23,9258.51,127833.975,2020-07-07 08:00:00
1594166400000,9258.51,9470.00,9233.47,9436.08,170243.001,2020-07-08 08:00:00
1594252800000,9436.08,9440.81,9164.33,9236.28,188355.856,2020-07-09 08:00:00
1594339200000,9236.29,9317.24,9121.42,9288.39,140849.874,2020-07-10 08:00:00
1594425600000,9288.39,9301.74,9178.91,9233.50,74976.521,2020-07-11 08:00:00
1594512000000,9233.50,9349.00,9155.00,9300.69,127841.882,2020-07-12 08:00:00
1594598400000,9300.70,9345.00,9200.00,9241.20,136117.659,2020-07-13 08:00:00
1594684800000,9241.18,9279.00,9116.00,9254.17,129704.278,2020-07-14 08:00:00
1594771200000,9254.17,9272.56,9156.00,9197.30,104107.708,2020-07-15 08:00:00
1594857600000,9197.75,9223.00,9044.02,9132.00,148089.450,2020-07-16 08:00:00
1594944000000,9132.00,9187.00,9087.00,9151.69,80940.584,2020-07-17 08:00:00
1595030400000,9151.70,9210.00,9121.98,9171.80,63233.596,2020-07-18 08:00:00
1595116800000,9171.79,9239.59,9108.00,9210.51,75554.579,2020-07-19 08:00:00
1595203200000,9210.68,9221.00,9131.01,9161.13,72429.691,2020-07-20 08:00:00
1595289600000,9161.28,9439.60,9152.62,9388.01,179211.347,2020-07-21 08:00:00
